band,gage,lag,agg,corr
total_precipitation,11318500,246,max,-0.06737328734220144
total_precipitation,11402000,246,mu,-0.0636014098070922
total_precipitation,11402000,246,min,-0.05790333990233759
total_precipitation,11402000,246,max,-0.06824829992905923
total_precipitation,11185500,247,mu,-0.0030272594364114183
total_precipitation,11185500,247,min,-0.0007553233232670745
total_precipitation,11185500,247,max,0.004794222007332697
total_precipitation,11189500,247,mu,-0.04342220856433538
total_precipitation,11189500,247,min,-0.034897646423215946
total_precipitation,11189500,247,max,-0.045895363205738705
total_precipitation,11202710,247,mu,-0.02940703167279881
total_precipitation,11202710,247,min,-0.03011309585573523
total_precipitation,11202710,247,max,-0.027533592863878804
total_precipitation,11208000,247,mu,-0.13101097877982634
total_precipitation,11208000,247,min,-0.13751667983711002
total_precipitation,11208000,247,max,-0.12301831759852785
total_precipitation,11266500,247,mu,-0.06636491470731838
total_precipitation,11266500,247,min,-0.06293200922851307
total_precipitation,11266500,247,max,-0.06318358114145482
total_precipitation,11318500,247,mu,-0.07029649385000922
total_precipitation,11318500,247,min,-0.06999935001269067
total_precipitation,11318500,247,max,-0.06957517405297674
total_precipitation,11402000,247,mu,-0.045420572100512896
total_precipitation,11402000,247,min,-0.041239990675457666
total_precipitation,11402000,247,max,-0.05018628853912468
total_precipitation,11185500,248,mu,-0.0038240555688900182
total_precipitation,11185500,248,min,-0.0015004450145049673
total_precipitation,11185500,248,max,0.003974717279230819
total_precipitation,11189500,248,mu,-0.04402958249219407
total_precipitation,11189500,248,min,-0.03511853686150885
total_precipitation,11189500,248,max,-0.04661163619955961
total_precipitation,11202710,248,mu,-0.02451916706184414
total_precipitation,11202710,248,min,-0.025709606695803043
total_precipitation,11202710,248,max,-0.021968265441052567
total_precipitation,11208000,248,mu,-0.1354892482346617
total_precipitation,11208000,248,min,-0.14194991100056237
total_precipitation,11208000,248,max,-0.1274614575521526
total_precipitation,11266500,248,mu,-0.07240035429694573
total_precipitation,11266500,248,min,-0.06900797609326527
total_precipitation,11266500,248,max,-0.06959344811080669
total_precipitation,11318500,248,mu,-0.07013207562156722
total_precipitation,11318500,248,min,-0.06941769187760179
total_precipitation,11318500,248,max,-0.06989201248556659
total_precipitation,11402000,248,mu,-0.05800845195716256
total_precipitation,11402000,248,min,-0.05305866096431478
total_precipitation,11402000,248,max,-0.06231752574494986
total_precipitation,11185500,249,mu,-0.005888832544368726
total_precipitation,11185500,249,min,-0.00327114093962265
total_precipitation,11185500,249,max,0.001665555999946753
total_precipitation,11189500,249,mu,-0.043247624077752726
total_precipitation,11189500,249,min,-0.0350961374660696
total_precipitation,11189500,249,max,-0.045546541581172856
total_precipitation,11202710,249,mu,-0.021243840880422138
total_precipitation,11202710,249,min,-0.022286001124818162
total_precipitation,11202710,249,max,-0.018343568005648507
total_precipitation,11208000,249,mu,-0.13156128586942545
total_precipitation,11208000,249,min,-0.13829298333593334
total_precipitation,11208000,249,max,-0.12336727475978203
total_precipitation,11266500,249,mu,-0.07505306167314642
total_precipitation,11266500,249,min,-0.07125792796848453
total_precipitation,11266500,249,max,-0.07256982598401569
total_precipitation,11318500,249,mu,-0.061017607584726456
total_precipitation,11318500,249,min,-0.06006327526546507
total_precipitation,11318500,249,max,-0.060876316445490054
total_precipitation,11402000,249,mu,-0.027316141478025368
total_precipitation,11402000,249,min,-0.02195535326473739
total_precipitation,11402000,249,max,-0.03397840125145952
total_precipitation,11185500,250,mu,-0.00605126827678003
total_precipitation,11185500,250,min,-0.0027571997891654813
total_precipitation,11185500,250,max,0.0014554286285961915
total_precipitation,11189500,250,mu,-0.03474266978568147
total_precipitation,11189500,250,min,-0.030104894671406618
total_precipitation,11189500,250,max,-0.03554559160098573
total_precipitation,11202710,250,mu,0.0004785381829466804
total_precipitation,11202710,250,min,-0.001904823033965334
total_precipitation,11202710,250,max,0.005510238371137346
total_precipitation,11208000,250,mu,-0.13106809482600043
total_precipitation,11208000,250,min,-0.138580108474256
total_precipitation,11208000,250,max,-0.12222189194032608
total_precipitation,11266500,250,mu,-0.07351116108415358
total_precipitation,11266500,250,min,-0.07011466461215074
total_precipitation,11266500,250,max,-0.07008465408130621
total_precipitation,11318500,250,mu,-0.050287509903129135
total_precipitation,11318500,250,min,-0.04984403178958657
total_precipitation,11318500,250,max,-0.04973185491316063
total_precipitation,11402000,250,mu,-0.05365881051190443
total_precipitation,11402000,250,min,-0.049366916757120495
total_precipitation,11402000,250,max,-0.05820071786142675
total_precipitation,11185500,251,mu,-0.005019678352363781
total_precipitation,11185500,251,min,-0.0023839485383377016
total_precipitation,11185500,251,max,0.0025558012757740203
total_precipitation,11189500,251,mu,-0.01018248783472074
total_precipitation,11189500,251,min,-0.009090074505461385
total_precipitation,11189500,251,max,-0.010976631300657378
total_precipitation,11202710,251,mu,0.05421651879327649
total_precipitation,11202710,251,min,0.049621687699003096
total_precipitation,11202710,251,max,0.0628606648608073
total_precipitation,11208000,251,mu,-0.13383114608169122
total_precipitation,11208000,251,min,-0.14198709592614323
total_precipitation,11208000,251,max,-0.12444156771640774
total_precipitation,11266500,251,mu,-0.0688689245922002
total_precipitation,11266500,251,min,-0.06652041283753146
total_precipitation,11266500,251,max,-0.06398045012527309
total_precipitation,11318500,251,mu,-0.049301516787236516
total_precipitation,11318500,251,min,-0.04877221779465801
total_precipitation,11318500,251,max,-0.048814375424910184
total_precipitation,11402000,251,mu,-0.06157358099475656
total_precipitation,11402000,251,min,-0.05728481342686788
total_precipitation,11402000,251,max,-0.06587759868752205
total_precipitation,11185500,252,mu,-0.00536011399052788
total_precipitation,11185500,252,min,-0.004426882050877766
total_precipitation,11185500,252,max,0.0032323118546455976
total_precipitation,11189500,252,mu,-0.02938199959497733
total_precipitation,11189500,252,min,-0.023901774786674955
total_precipitation,11189500,252,max,-0.03070833148876631
total_precipitation,11202710,252,mu,0.013003575538986482
total_precipitation,11202710,252,min,0.009521306179697386
total_precipitation,11202710,252,max,0.017638339074209548
total_precipitation,11208000,252,mu,-0.13765499956339017
total_precipitation,11208000,252,min,-0.14652102420119187
total_precipitation,11208000,252,max,-0.12757098428509883
total_precipitation,11266500,252,mu,-0.07168027073609315
total_precipitation,11266500,252,min,-0.06811941195383911
total_precipitation,11266500,252,max,-0.06788568776380328
total_precipitation,11318500,252,mu,-0.060018638628188736
total_precipitation,11318500,252,min,-0.05880359962750371
total_precipitation,11318500,252,max,-0.06001914918668973
total_precipitation,11402000,252,mu,-0.0618470961353705
total_precipitation,11402000,252,min,-0.05819432466703051
total_precipitation,11402000,252,max,-0.06508585124760582
total_precipitation,11185500,253,mu,-0.007904757308991053
total_precipitation,11185500,253,min,-0.008428708724404462
total_precipitation,11185500,253,max,0.002276276255709247
total_precipitation,11189500,253,mu,-0.03701669453088865
total_precipitation,11189500,253,min,-0.0303994231765826
total_precipitation,11189500,253,max,-0.037994913162870306
total_precipitation,11202710,253,mu,-0.01362624694807633
total_precipitation,11202710,253,min,-0.01584543939772683
total_precipitation,11202710,253,max,-0.01029979192900431
total_precipitation,11208000,253,mu,-0.13577664535485567
total_precipitation,11208000,253,min,-0.14497964754113046
total_precipitation,11208000,253,max,-0.12539362174703317
total_precipitation,11266500,253,mu,-0.06731937189979341
total_precipitation,11266500,253,min,-0.062292649291605356
total_precipitation,11266500,253,max,-0.0643402613415406
total_precipitation,11318500,253,mu,-0.06367230592274081
total_precipitation,11318500,253,min,-0.06197933075808021
total_precipitation,11318500,253,max,-0.06416292217503734
total_precipitation,11402000,253,mu,-0.07536965343753696
total_precipitation,11402000,253,min,-0.0714041162000456
total_precipitation,11402000,253,max,-0.07832167922268753
total_precipitation,11185500,254,mu,-0.013040066724177096
total_precipitation,11185500,254,min,-0.014658682431994596
total_precipitation,11185500,254,max,-0.0012128098584386238
total_precipitation,11189500,254,mu,-0.03891320458915942
total_precipitation,11189500,254,min,-0.03172502706087682
total_precipitation,11189500,254,max,-0.039889317558444666
total_precipitation,11202710,254,mu,-0.018584844822438752
total_precipitation,11202710,254,min,-0.020704450737035744
total_precipitation,11202710,254,max,-0.015620092230723632
total_precipitation,11208000,254,mu,-0.13514620762647736
total_precipitation,11208000,254,min,-0.14448277779494478
total_precipitation,11208000,254,max,-0.12464517387787755
total_precipitation,11266500,254,mu,-0.07085178925143616
total_precipitation,11266500,254,min,-0.06621747179137082
total_precipitation,11266500,254,max,-0.06798115999362499
total_precipitation,11318500,254,mu,-0.06615396369885494
total_precipitation,11318500,254,min,-0.06539717416652119
total_precipitation,11318500,254,max,-0.06611551921230344
total_precipitation,11402000,254,mu,-0.07695912493710559
total_precipitation,11402000,254,min,-0.07336551432190032
total_precipitation,11402000,254,max,-0.07971948724362794
total_precipitation,11185500,255,mu,-0.019087943751842088
total_precipitation,11185500,255,min,-0.02035085374473952
total_precipitation,11185500,255,max,-0.007680143416920427
total_precipitation,11189500,255,mu,-0.04109322860935055
total_precipitation,11189500,255,min,-0.03320644235209869
total_precipitation,11189500,255,max,-0.04235826378917902
total_precipitation,11202710,255,mu,-0.021245183235082257
total_precipitation,11202710,255,min,-0.02351676909011643
total_precipitation,11202710,255,max,-0.01828758629895973
total_precipitation,11208000,255,mu,-0.1382069563511008
total_precipitation,11208000,255,min,-0.1474026512461169
total_precipitation,11208000,255,max,-0.12774230806198641
total_precipitation,11266500,255,mu,-0.07231737494498772
total_precipitation,11266500,255,min,-0.06749486353456263
total_precipitation,11266500,255,max,-0.06984098700645609
total_precipitation,11318500,255,mu,-0.0695337949127103
total_precipitation,11318500,255,min,-0.06803533288673849
total_precipitation,11318500,255,max,-0.07000050901150102
total_precipitation,11402000,255,mu,-0.08205027981152915
total_precipitation,11402000,255,min,-0.07761352784968728
total_precipitation,11402000,255,max,-0.08525557954619443
total_precipitation,11185500,256,mu,-0.02257740459308794
total_precipitation,11185500,256,min,-0.024237923930258615
total_precipitation,11185500,256,max,-0.01067362217278738
total_precipitation,11189500,256,mu,-0.04286653997706397
total_precipitation,11189500,256,min,-0.034409967883647655
total_precipitation,11189500,256,max,-0.04480390205879656
total_precipitation,11202710,256,mu,-0.022151969829008838
total_precipitation,11202710,256,min,-0.025064813993042643
total_precipitation,11202710,256,max,-0.01897507578521514
total_precipitation,11208000,256,mu,-0.13796568544790844
total_precipitation,11208000,256,min,-0.1472081439574182
total_precipitation,11208000,256,max,-0.12747015294812308
total_precipitation,11266500,256,mu,-0.07638452128361242
total_precipitation,11266500,256,min,-0.07148557447849027
total_precipitation,11266500,256,max,-0.07416998557980883
total_precipitation,11318500,256,mu,-0.06967562783188108
total_precipitation,11318500,256,min,-0.06803560912503408
total_precipitation,11318500,256,max,-0.070395835907939
total_precipitation,11402000,256,mu,-0.08421358520428024
total_precipitation,11402000,256,min,-0.0784718357200814
total_precipitation,11402000,256,max,-0.08749702706216426
total_precipitation,11185500,257,mu,-0.026034685598153418
total_precipitation,11185500,257,min,-0.027441949735076618
total_precipitation,11185500,257,max,-0.013885251188534195
total_precipitation,11189500,257,mu,-0.03609126456207135
total_precipitation,11189500,257,min,-0.030266397637685603
total_precipitation,11189500,257,max,-0.038176510085033886
total_precipitation,11202710,257,mu,-0.007808920073621556
total_precipitation,11202710,257,min,-0.013535293974097477
total_precipitation,11202710,257,max,-0.0035271685953230927
total_precipitation,11208000,257,mu,-0.14247916236971886
total_precipitation,11208000,257,min,-0.1515209051788565
total_precipitation,11208000,257,max,-0.1321069890787861
total_precipitation,11266500,257,mu,-0.08100672175680086
total_precipitation,11266500,257,min,-0.07662437829279928
total_precipitation,11266500,257,max,-0.07875189634033095
total_precipitation,11318500,257,mu,-0.047303006654246166
total_precipitation,11318500,257,min,-0.04550807519486518
total_precipitation,11318500,257,max,-0.048316166119463405
total_precipitation,11402000,257,mu,-0.07217913274125552
total_precipitation,11402000,257,min,-0.06616563711095608
total_precipitation,11402000,257,max,-0.07593049112907638
total_precipitation,11185500,258,mu,-0.032444272980217556
total_precipitation,11185500,258,min,-0.03401912573870136
total_precipitation,11185500,258,max,-0.01997879835829572
total_precipitation,11189500,258,mu,-0.0044007327078049085
total_precipitation,11189500,258,min,-0.012166706247621074
total_precipitation,11189500,258,max,-0.003254683015858486
total_precipitation,11202710,258,mu,0.03045829539808747
total_precipitation,11202710,258,min,0.016578247204537662
total_precipitation,11202710,258,max,0.039168779853801995
total_precipitation,11208000,258,mu,-0.14744467679613366
total_precipitation,11208000,258,min,-0.15626113786794305
total_precipitation,11208000,258,max,-0.1372110372388438
total_precipitation,11266500,258,mu,-0.08030188126264665
total_precipitation,11266500,258,min,-0.07653784012883019
total_precipitation,11266500,258,max,-0.07793993478307322
total_precipitation,11318500,258,mu,-0.035156217629478195
total_precipitation,11318500,258,min,-0.03482311147723603
total_precipitation,11318500,258,max,-0.03542975597781843
total_precipitation,11402000,258,mu,-0.05400397578222085
total_precipitation,11402000,258,min,-0.044863657833271085
total_precipitation,11402000,258,max,-0.06073891292508879
total_precipitation,11185500,259,mu,-0.03962735457192135
total_precipitation,11185500,259,min,-0.04153431771819249
total_precipitation,11185500,259,max,-0.02590045144719178
total_precipitation,11189500,259,mu,-0.02960442526955911
total_precipitation,11189500,259,min,-0.026898849689321054
total_precipitation,11189500,259,max,-0.030876474752449982
total_precipitation,11202710,259,mu,0.0030056328441877053
total_precipitation,11202710,259,min,-0.0050276062239862085
total_precipitation,11202710,259,max,0.008676952996820258
total_precipitation,11208000,259,mu,-0.14851307633651276
total_precipitation,11208000,259,min,-0.1570805825407031
total_precipitation,11208000,259,max,-0.13855058306875354
total_precipitation,11266500,259,mu,-0.08286585241727154
total_precipitation,11266500,259,min,-0.07936430476832543
total_precipitation,11266500,259,max,-0.08004569858084767
total_precipitation,11318500,259,mu,-0.037746720945688886
total_precipitation,11318500,259,min,-0.0370232994672866
total_precipitation,11318500,259,max,-0.038324183563737284
total_precipitation,11402000,259,mu,-0.04489060410722933
total_precipitation,11402000,259,min,-0.035954070313697004
total_precipitation,11402000,259,max,-0.05060424762905136
total_precipitation,11185500,260,mu,-0.03896577325948578
total_precipitation,11185500,260,min,-0.04176874442146663
total_precipitation,11185500,260,max,-0.02455679426977177
total_precipitation,11189500,260,mu,-0.03985417119157421
total_precipitation,11189500,260,min,-0.03291684539467595
total_precipitation,11189500,260,max,-0.041789590273094646
total_precipitation,11202710,260,mu,-0.012022391703956593
total_precipitation,11202710,260,min,-0.01705055813247559
total_precipitation,11202710,260,max,-0.0075833945909641685
total_precipitation,11208000,260,mu,-0.14959265030781882
total_precipitation,11208000,260,min,-0.158149198670651
total_precipitation,11208000,260,max,-0.13968040746046187
total_precipitation,11266500,260,mu,-0.07742085458737001
total_precipitation,11266500,260,min,-0.07432479248909925
total_precipitation,11266500,260,max,-0.07422151146717601
total_precipitation,11318500,260,mu,-0.028539945434213756
total_precipitation,11318500,260,min,-0.03111457037403329
total_precipitation,11318500,260,max,-0.026622847513846137
total_precipitation,11402000,260,mu,-0.029659889381066035
total_precipitation,11402000,260,min,-0.01651677398618418
total_precipitation,11402000,260,max,-0.03623816565254148
total_precipitation,11185500,261,mu,-0.03980886271362879
total_precipitation,11185500,261,min,-0.04248130497768741
total_precipitation,11185500,261,max,-0.025683155406633598
total_precipitation,11189500,261,mu,-0.038976981036197754
total_precipitation,11189500,261,min,-0.031770385502576916
total_precipitation,11189500,261,max,-0.04102781672366865
total_precipitation,11202710,261,mu,-0.009735717756594247
total_precipitation,11202710,261,min,-0.013936877063672148
total_precipitation,11202710,261,max,-0.006118757261046335
total_precipitation,11208000,261,mu,-0.1538920820345613
total_precipitation,11208000,261,min,-0.1625235529160262
total_precipitation,11208000,261,max,-0.14391692046325202
total_precipitation,11266500,261,mu,-0.07796004643424764
total_precipitation,11266500,261,min,-0.07558354547035016
total_precipitation,11266500,261,max,-0.07419311866554619
total_precipitation,11318500,261,mu,-0.031042335432208103
total_precipitation,11318500,261,min,-0.0322608819398067
total_precipitation,11318500,261,max,-0.030265512901300858
total_precipitation,11402000,261,mu,-0.018627086421338368
total_precipitation,11402000,261,min,-0.011740829859659607
total_precipitation,11402000,261,max,-0.02015658906403723
total_precipitation,11185500,262,mu,-0.04401707859333836
total_precipitation,11185500,262,min,-0.046140372067845235
total_precipitation,11185500,262,max,-0.029940186163622977
total_precipitation,11189500,262,mu,-0.03927802767380603
total_precipitation,11189500,262,min,-0.032595345250788096
total_precipitation,11189500,262,max,-0.04052265860064801
total_precipitation,11202710,262,mu,-0.015284086799137188
total_precipitation,11202710,262,min,-0.01922065926669254
total_precipitation,11202710,262,max,-0.011520871150671661
total_precipitation,11208000,262,mu,-0.15330866518863978
total_precipitation,11208000,262,min,-0.16221242138658507
total_precipitation,11208000,262,max,-0.1431608318327597
total_precipitation,11266500,262,mu,-0.0814677553863659
total_precipitation,11266500,262,min,-0.07949684027558691
total_precipitation,11266500,262,max,-0.07870795178777644
total_precipitation,11318500,262,mu,-0.03930456277276443
total_precipitation,11318500,262,min,-0.040305649985655126
total_precipitation,11318500,262,max,-0.03901806836401072
total_precipitation,11402000,262,mu,-0.02979384053716363
total_precipitation,11402000,262,min,-0.025899734542701957
total_precipitation,11402000,262,max,-0.029525700267531617
total_precipitation,11185500,263,mu,-0.044621155221083036
total_precipitation,11185500,263,min,-0.0470139812267424
total_precipitation,11185500,263,max,-0.03020990355224157
total_precipitation,11189500,263,mu,-0.035534677949621986
total_precipitation,11189500,263,min,-0.03250173888490907
total_precipitation,11189500,263,max,-0.03359481683392563
total_precipitation,11202710,263,mu,-0.005004414517903287
total_precipitation,11202710,263,min,-0.009874717240704795
total_precipitation,11202710,263,max,-0.0004193024844139296
total_precipitation,11208000,263,mu,-0.14867026188158491
total_precipitation,11208000,263,min,-0.15867230370842125
total_precipitation,11208000,263,max,-0.13760157267798961
total_precipitation,11266500,263,mu,-0.08651799056512627
total_precipitation,11266500,263,min,-0.08394660089058854
total_precipitation,11266500,263,max,-0.08412913421426121
total_precipitation,11318500,263,mu,-0.03595563016804415
total_precipitation,11318500,263,min,-0.038015742791545924
total_precipitation,11318500,263,max,-0.034701616766596645
total_precipitation,11402000,263,mu,-0.014356525232374111
total_precipitation,11402000,263,min,-0.008021867692349782
total_precipitation,11402000,263,max,-0.01721189543519646
total_precipitation,11185500,264,mu,-0.041209343335876295
total_precipitation,11185500,264,min,-0.04382667791093635
total_precipitation,11185500,264,max,-0.02739425224265894
total_precipitation,11189500,264,mu,-0.041328516419789275
total_precipitation,11189500,264,min,-0.03453073246783543
total_precipitation,11189500,264,max,-0.041325449309753425
total_precipitation,11202710,264,mu,-0.021360931190631004
total_precipitation,11202710,264,min,-0.02483647685925514
total_precipitation,11202710,264,max,-0.017730296841630473
total_precipitation,11208000,264,mu,-0.14416450463892766
total_precipitation,11208000,264,min,-0.15463124789073815
total_precipitation,11208000,264,max,-0.1326987176463254
total_precipitation,11266500,264,mu,-0.08888737618492594
total_precipitation,11266500,264,min,-0.08578822290816301
total_precipitation,11266500,264,max,-0.08693511571544003
total_precipitation,11318500,264,mu,-0.042138237072965205
total_precipitation,11318500,264,min,-0.04401768108217894
total_precipitation,11318500,264,max,-0.040844349873496805
total_precipitation,11402000,264,mu,-0.02902342588689914
total_precipitation,11402000,264,min,-0.021884585609872536
total_precipitation,11402000,264,max,-0.03552825667767869
total_precipitation,11185500,265,mu,-0.03824266547595096
total_precipitation,11185500,265,min,-0.03973520317729547
total_precipitation,11185500,265,max,-0.025411873845037233
total_precipitation,11189500,265,mu,-0.04297295535501179
total_precipitation,11189500,265,min,-0.034650485834053925
total_precipitation,11189500,265,max,-0.04411922762024071
total_precipitation,11202710,265,mu,-0.02964085500123309
total_precipitation,11202710,265,min,-0.03163068073205905
total_precipitation,11202710,265,max,-0.027362223248406318
total_precipitation,11208000,265,mu,-0.14312661280648617
total_precipitation,11208000,265,min,-0.15374052917618333
total_precipitation,11208000,265,max,-0.13147211298587125
total_precipitation,11266500,265,mu,-0.09390334475015268
total_precipitation,11266500,265,min,-0.09070996737432145
total_precipitation,11266500,265,max,-0.09201000349311089
total_precipitation,11318500,265,mu,-0.051937153460033185
total_precipitation,11318500,265,min,-0.05151093028557701
total_precipitation,11318500,265,max,-0.05215758770628488
total_precipitation,11402000,265,mu,-0.05527733240892673
total_precipitation,11402000,265,min,-0.049876396155552845
total_precipitation,11402000,265,max,-0.05848267349250293
total_precipitation,11185500,266,mu,-0.03887740467783882
total_precipitation,11185500,266,min,-0.039998364353192664
total_precipitation,11185500,266,max,-0.026020100482900377
total_precipitation,11189500,266,mu,-0.04317399634507097
total_precipitation,11189500,266,min,-0.034280272328426876
total_precipitation,11189500,266,max,-0.044251658702387155
total_precipitation,11202710,266,mu,-0.03206629607627184
total_precipitation,11202710,266,min,-0.03384980428754138
total_precipitation,11202710,266,max,-0.02992633173418335
total_precipitation,11208000,266,mu,-0.14356471583727928
total_precipitation,11208000,266,min,-0.15396130928383794
total_precipitation,11208000,266,max,-0.13209130282433135
total_precipitation,11266500,266,mu,-0.09733598323168374
total_precipitation,11266500,266,min,-0.09386659168163407
total_precipitation,11266500,266,max,-0.09538955292905196
total_precipitation,11318500,266,mu,-0.0600382348570081
total_precipitation,11318500,266,min,-0.058776427093633
total_precipitation,11318500,266,max,-0.06096696797077277
total_precipitation,11402000,266,mu,-0.06406599325727849
total_precipitation,11402000,266,min,-0.057737429969493735
total_precipitation,11402000,266,max,-0.0672046747611181
total_precipitation,11185500,267,mu,-0.04114709558015263
total_precipitation,11185500,267,min,-0.04492902988347621
total_precipitation,11185500,267,max,-0.02688443808645776
total_precipitation,11189500,267,mu,-0.04319473818269475
total_precipitation,11189500,267,min,-0.03396380058911572
total_precipitation,11189500,267,max,-0.04408183202804217
total_precipitation,11202710,267,mu,-0.03221883350833203
total_precipitation,11202710,267,min,-0.034166685286188006
total_precipitation,11202710,267,max,-0.030259533836700995
total_precipitation,11208000,267,mu,-0.1431398092194657
total_precipitation,11208000,267,min,-0.1525378663854669
total_precipitation,11208000,267,max,-0.13261642666298398
total_precipitation,11266500,267,mu,-0.09709595052246066
total_precipitation,11266500,267,min,-0.09349292991654255
total_precipitation,11266500,267,max,-0.0953276939539335
total_precipitation,11318500,267,mu,-0.05706286195457902
total_precipitation,11318500,267,min,-0.05654807672119862
total_precipitation,11318500,267,max,-0.05748966801006848
total_precipitation,11402000,267,mu,-0.0713652590487822
total_precipitation,11402000,267,min,-0.06411780877287933
total_precipitation,11402000,267,max,-0.07576294804206551
total_precipitation,11185500,268,mu,-0.05301736101691542
total_precipitation,11185500,268,min,-0.06183980839798452
total_precipitation,11185500,268,max,-0.036013859138260135
total_precipitation,11189500,268,mu,-0.04083859483346207
total_precipitation,11189500,268,min,-0.032622456791546024
total_precipitation,11189500,268,max,-0.04130338965025895
total_precipitation,11202710,268,mu,-0.024874213682752933
total_precipitation,11202710,268,min,-0.029228327954079203
total_precipitation,11202710,268,max,-0.021313311613925873
total_precipitation,11208000,268,mu,-0.14243791706341996
total_precipitation,11208000,268,min,-0.152010603957293
total_precipitation,11208000,268,max,-0.13179898952438038
total_precipitation,11266500,268,mu,-0.09402135853750197
total_precipitation,11266500,268,min,-0.09027007991967387
total_precipitation,11266500,268,max,-0.09228579443856741
total_precipitation,11318500,268,mu,-0.03856829514607188
total_precipitation,11318500,268,min,-0.038117449039130634
total_precipitation,11318500,268,max,-0.039056468901707914
total_precipitation,11402000,268,mu,-0.06041657275065326
total_precipitation,11402000,268,min,-0.054055972635897634
total_precipitation,11402000,268,max,-0.06605369307147353
total_precipitation,11185500,269,mu,-0.07079473144645387
total_precipitation,11185500,269,min,-0.0820081147273194
total_precipitation,11185500,269,max,-0.05055747112942546
total_precipitation,11189500,269,mu,-0.04225700329517686
total_precipitation,11189500,269,min,-0.03327412566849317
total_precipitation,11189500,269,max,-0.043041606232117134
total_precipitation,11202710,269,mu,-0.026633640439901053
total_precipitation,11202710,269,min,-0.030821639788995353
total_precipitation,11202710,269,max,-0.023241452363111325
total_precipitation,11208000,269,mu,-0.14285882788205445
total_precipitation,11208000,269,min,-0.1529020705036439
total_precipitation,11208000,269,max,-0.1317950262598066
total_precipitation,11266500,269,mu,-0.09737007080924936
total_precipitation,11266500,269,min,-0.09357060075209794
total_precipitation,11266500,269,max,-0.09569874198399514
total_precipitation,11318500,269,mu,-0.0455290280439084
total_precipitation,11318500,269,min,-0.04439433180200999
total_precipitation,11318500,269,max,-0.04607525352860031
total_precipitation,11402000,269,mu,-0.057996147179942344
total_precipitation,11402000,269,min,-0.05326829678829415
total_precipitation,11402000,269,max,-0.0629112354616616
total_precipitation,11185500,270,mu,-0.08027405932955324
total_precipitation,11185500,270,min,-0.09155236551651628
total_precipitation,11185500,270,max,-0.05955262757545
total_precipitation,11189500,270,mu,-0.04354428857868668
total_precipitation,11189500,270,min,-0.03366019029920004
total_precipitation,11189500,270,max,-0.044834980072787495
total_precipitation,11202710,270,mu,-0.03655363691025828
total_precipitation,11202710,270,min,-0.03885170933646099
total_precipitation,11202710,270,max,-0.0343526200137389
total_precipitation,11208000,270,mu,-0.1484789598398564
total_precipitation,11208000,270,min,-0.15888382404561185
total_precipitation,11208000,270,max,-0.13695563201015898
total_precipitation,11266500,270,mu,-0.10053647016424946
total_precipitation,11266500,270,min,-0.09650749870270946
total_precipitation,11266500,270,max,-0.09869567480328054
total_precipitation,11318500,270,mu,-0.04886709384946319
total_precipitation,11318500,270,min,-0.04817787746874433
total_precipitation,11318500,270,max,-0.049086573648627396
total_precipitation,11402000,270,mu,-0.06690139570718147
total_precipitation,11402000,270,min,-0.06056983562078277
total_precipitation,11402000,270,max,-0.07173568241724543
total_precipitation,11185500,271,mu,-0.08385764212486457
total_precipitation,11185500,271,min,-0.09376668473672738
total_precipitation,11185500,271,max,-0.06434794367931401
total_precipitation,11189500,271,mu,-0.044732837394744124
total_precipitation,11189500,271,min,-0.034223271435236895
total_precipitation,11189500,271,max,-0.04639934373763245
total_precipitation,11202710,271,mu,-0.0396776866082603
total_precipitation,11202710,271,min,-0.04066161799295472
total_precipitation,11202710,271,max,-0.038601627145434164
total_precipitation,11208000,271,mu,-0.1484611826658521
total_precipitation,11208000,271,min,-0.15899977537855856
total_precipitation,11208000,271,max,-0.13677206947778148
total_precipitation,11266500,271,mu,-0.09755741072301106
total_precipitation,11266500,271,min,-0.09355804921815482
total_precipitation,11266500,271,max,-0.09579499965898815
total_precipitation,11318500,271,mu,-0.057150315675053055
total_precipitation,11318500,271,min,-0.055978538020389865
total_precipitation,11318500,271,max,-0.057879703481137454
total_precipitation,11402000,271,mu,-0.06609949578193447
total_precipitation,11402000,271,min,-0.05781275255043406
total_precipitation,11402000,271,max,-0.07119025114423286
total_precipitation,11185500,272,mu,-0.08233167983061482
total_precipitation,11185500,272,min,-0.09205214451315452
total_precipitation,11185500,272,max,-0.06366459444710171
total_precipitation,11189500,272,mu,-0.04537355275242573
total_precipitation,11189500,272,min,-0.03472173466372953
total_precipitation,11189500,272,max,-0.04700332889829228
total_precipitation,11202710,272,mu,-0.037841307821349555
total_precipitation,11202710,272,min,-0.0386011793303271
total_precipitation,11202710,272,max,-0.03710368591194094
total_precipitation,11208000,272,mu,-0.1447943397292442
total_precipitation,11208000,272,min,-0.15453440548628009
total_precipitation,11208000,272,max,-0.13382105668232608
total_precipitation,11266500,272,mu,-0.08978030791947537
total_precipitation,11266500,272,min,-0.08639355275953144
total_precipitation,11266500,272,max,-0.08789498248676172
total_precipitation,11318500,272,mu,-0.05381618103885968
total_precipitation,11318500,272,min,-0.05209849178576077
total_precipitation,11318500,272,max,-0.05511812397015425
total_precipitation,11402000,272,mu,-0.06644039474585262
total_precipitation,11402000,272,min,-0.05952044057357239
total_precipitation,11402000,272,max,-0.07038660662571926
total_precipitation,11185500,273,mu,-0.07715601606431377
total_precipitation,11185500,273,min,-0.08698939554416511
