filepath,filename_ext,filename_prefix,subdir,crs,scale,satellite,band,date_str,date,pixel_sum,pixel_mean,pixel_min,pixel_max,gage
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_01_01.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_01_01,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_01_01,2011-01-01,180878.0,56.648293,26.0,79.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_01_09.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_01_09,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_01_09,2011-01-09,246769.0,94.1507,53.0,126.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_01_17.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_01_17,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_01_17,2011-01-17,243048.0,78.0,47.0,110.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_01_25.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_01_25,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_01_25,2011-01-25,225729.0,58.13263,33.0,84.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_02_02.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_02_02,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_02_02,2011-02-02,334090.0,89.85745,43.0,135.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_02_10.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_02_10,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_02_10,2011-02-10,194515.0,63.42191,34.0,96.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_02_18.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_02_18,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_02_18,2011-02-18,47659.0,88.916046,53.0,113.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_02_26.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_02_26,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_02_26,2011-02-26,156093.0,107.28041,55.0,136.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_03_06.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_03_06,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_03_06,2011-03-06,224524.0,139.11029,81.0,182.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_03_14.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_03_14,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_03_14,2011-03-14,11131.0,95.13675,65.0,127.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_03_22.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_03_22,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_03_22,2011-03-22,124634.0,118.13649,71.0,157.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_03_30.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_03_30,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_03_30,2011-03-30,245337.0,142.80385,90.0,208.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_04_07.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_04_07,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_04_07,2011-04-07,57194.0,135.5308,58.0,176.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_04_15.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_04_15,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_04_15,2011-04-15,198803.0,177.18628,100.0,224.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_04_23.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_04_23,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_04_23,2011-04-23,384268.0,161.05113,91.0,231.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_05_01.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_05_01,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_05_01,2011-05-01,250876.0,115.66436,59.0,209.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_05_09.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_05_09,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_05_09,2011-05-09,238848.0,157.2403,100.0,205.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_05_17.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_05_17,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_05_17,2011-05-17,490465.0,190.99104,99.0,298.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_05_25.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_05_25,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_05_25,2011-05-25,314643.0,188.86134,98.0,262.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_06_02.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_06_02,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_06_02,2011-06-02,446962.0,176.52528,108.0,253.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_06_10.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_06_10,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_06_10,2011-06-10,531706.0,123.59507,54.0,373.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_06_18.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_06_18,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_06_18,2011-06-18,468902.0,82.07632,20.0,337.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_06_26.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_06_26,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_06_26,2011-06-26,706534.0,107.604935,37.0,336.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_07_04.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_07_04,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_07_04,2011-07-04,538045.0,74.43899,8.0,383.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_07_12.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_07_12,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_07_12,2011-07-12,722407.0,94.92865,29.0,397.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_07_20.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_07_20,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_07_20,2011-07-20,634790.0,80.41424,7.0,410.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_07_28.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_07_28,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_07_28,2011-07-28,636880.0,79.49076,8.0,367.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_08_05.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_08_05,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_08_05,2011-08-05,615707.0,76.276886,3.0,421.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_08_13.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_08_13,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_08_13,2011-08-13,554749.0,69.66583,2.0,330.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_08_21.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_08_21,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_08_21,2011-08-21,585251.0,72.0043,7.0,349.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_08_29.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_08_29,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_08_29,2011-08-29,521413.0,63.68792,3.0,432.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_09_06.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_09_06,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_09_06,2011-09-06,561605.0,72.75619,36.0,306.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_09_14.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_09_14,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_09_14,2011-09-14,585974.0,72.86421,27.0,342.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_09_22.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_09_22,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_09_22,2011-09-22,445671.0,56.392635,16.0,270.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_09_30.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_09_30,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_09_30,2011-09-30,581066.0,75.99608,47.0,218.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_10_08.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_10_08,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_10_08,2011-10-08,446650.0,62.556023,30.0,256.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_10_16.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_10_16,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_10_16,2011-10-16,414060.0,51.744564,22.0,257.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_10_24.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_10_24,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_10_24,2011-10-24,307390.0,39.41403,20.0,209.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_11_01.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_11_01,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_11_01,2011-11-01,369394.0,49.47683,29.0,99.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_11_09.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_11_09,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_11_09,2011-11-09,277729.0,62.243164,39.0,125.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_11_17.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_11_17,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_11_17,2011-11-17,212829.0,54.768143,26.0,89.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_11_25.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_11_25,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_11_25,2011-11-25,183989.0,37.59481,24.0,121.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_12_03.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_12_03,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_12_03,2011-12-03,166800.0,34.40594,22.0,81.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_12_11.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_12_11,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_12_11,2011-12-11,196898.0,41.786503,23.0,79.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_12_19.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_12_19,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_12_19,2011-12-19,172522.0,31.253986,20.0,90.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_12_27.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2011_12_27,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2011_12_27,2011-12-27,100977.0,18.541498,13.0,74.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_01_01.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_01_01,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_01_01,2012-01-01,143142.0,26.81566,9.0,145.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_01_09.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_01_09,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_01_09,2012-01-09,190946.0,28.355509,14.0,117.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_01_17.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_01_17,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_01_17,2012-01-17,158584.0,43.55507,23.0,70.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_01_25.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_01_25,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_01_25,2012-01-25,238890.0,74.44375,35.0,108.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_02_02.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_02_02,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_02_02,2012-02-02,330471.0,77.59357,37.0,116.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_02_10.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_02_10,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_02_10,2012-02-10,200752.0,72.97419,37.0,109.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_02_18.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_02_18,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_02_18,2012-02-18,245364.0,80.84481,43.0,123.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_02_26.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_02_26,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_02_26,2012-02-26,174892.0,76.57268,43.0,107.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_03_05.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_03_05,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_03_05,2012-03-05,239945.0,72.71061,47.0,102.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_03_13.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_03_13,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_03_13,2012-03-13,55746.0,112.39113,67.0,142.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_03_21.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_03_21,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_03_21,2012-03-21,131017.0,120.19908,68.0,164.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_03_29.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_03_29,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_03_29,2012-03-29,61559.0,135.59251,74.0,178.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_04_06.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_04_06,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_04_06,2012-04-06,189946.0,73.33823,47.0,132.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_04_14.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_04_14,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_04_14,2012-04-14,357902.0,135.05736,81.0,212.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_04_22.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_04_22,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_04_22,2012-04-22,496468.0,116.05142,54.0,230.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_04_30.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_04_30,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_04_30,2012-04-30,425221.0,81.789,40.0,285.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_05_08.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_05_08,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_05_08,2012-05-08,460081.0,67.135704,18.0,298.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_05_16.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_05_16,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_05_16,2012-05-16,598636.0,78.92367,28.0,276.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_05_24.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_05_24,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_05_24,2012-05-24,846382.0,108.17766,66.0,250.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_06_01.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_06_01,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_06_01,2012-06-01,788524.0,98.46703,49.0,314.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_06_09.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_06_09,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_06_09,2012-06-09,520364.0,63.90323,12.0,309.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_06_17.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_06_17,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_06_17,2012-06-17,665425.0,80.92241,20.0,357.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_06_25.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_06_25,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_06_25,2012-06-25,571100.0,69.55304,15.0,367.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_07_03.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_07_03,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_07_03,2012-07-03,626007.0,75.861244,10.0,368.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_07_11.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_07_11,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_07_11,2012-07-11,493853.0,60.18194,12.0,427.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_07_19.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_07_19,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_07_19,2012-07-19,576768.0,70.14935,9.0,384.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_07_27.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_07_27,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_07_27,2012-07-27,433944.0,52.714287,2.0,311.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_08_04.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_08_04,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_08_04,2012-08-04,431454.0,52.770794,2.0,380.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_08_12.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_08_12,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_08_12,2012-08-12,465132.0,60.048023,12.0,329.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_08_20.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_08_20,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_08_20,2012-08-20,526202.0,64.58051,5.0,362.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_08_28.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_08_28,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_08_28,2012-08-28,431386.0,52.44177,2.0,384.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_09_05.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_09_05,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_09_05,2012-09-05,535734.0,66.164505,18.0,303.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_09_13.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_09_13,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_09_13,2012-09-13,387480.0,46.9502,3.0,334.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_09_21.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_09_21,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_09_21,2012-09-21,398853.0,49.295883,7.0,261.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_09_29.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_09_29,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_09_29,2012-09-29,331874.0,40.339615,7.0,260.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_10_07.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_10_07,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_10_07,2012-10-07,476837.0,60.64314,45.0,220.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_10_15.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_10_15,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_10_15,2012-10-15,414205.0,51.518036,26.0,209.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_10_23.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_10_23,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_10_23,2012-10-23,368383.0,64.23418,42.0,179.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_10_31.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_10_31,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_10_31,2012-10-31,269415.0,39.689896,24.0,166.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_11_08.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_11_08,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_11_08,2012-11-08,182253.0,51.05126,34.0,75.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_11_16.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_11_16,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_11_16,2012-11-16,261229.0,69.49428,41.0,107.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_11_24.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_11_24,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_11_24,2012-11-24,193398.0,37.854374,24.0,91.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_12_02.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_12_02,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_12_02,2012-12-02,225742.0,61.510082,31.0,92.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_12_10.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_12_10,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_12_10,2012-12-10,266617.0,54.34509,29.0,80.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_12_18.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_12_18,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_12_18,2012-12-18,146141.0,51.476223,22.0,74.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_12_26.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2012_12_26,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2012_12_26,2012-12-26,105893.0,38.66119,22.0,59.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_01_01.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_01_01,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_01_01,2013-01-01,177724.0,67.26874,37.0,99.0,11266500
11266500/epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_01_09.tif,tif,epsg_4326__463_31__MODIS_006_MOD16A2__ET__2013_01_09,11266500,epsg_4326,463.31,MODIS_006_MOD16A2,ET,2013_01_09,2013-01-09,200790.0,61.460056,28.0,92.0,11266500
